GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,LUX,Luxembourg,,BTSX,Both sexes,,1.9,1.9,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,LVA,Latvia,,BTSX,Both sexes,,2.6,2.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,MAR,Morocco,,BTSX,Both sexes,,4.6,4.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,MDA,Republic of Moldova,,BTSX,Both sexes,,3.6,3.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MDG,Madagascar,,BTSX,Both sexes,,40.1,40.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,MDV,Maldives,,BTSX,Both sexes,,2.3,2.3,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,MEX,Mexico,,BTSX,Both sexes,,3.5,3.5,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,MKD,North Macedonia,,BTSX,Both sexes,,1,1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MLI,Mali,,BTSX,Both sexes,,66.1,66.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,MLT,Malta,,BTSX,Both sexes,,4.6,4.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,MMR,Myanmar,,BTSX,Both sexes,,12.9,12.9,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,MNE,Montenegro,,BTSX,Both sexes,,1.8,1.8,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,MNG,Mongolia,,BTSX,Both sexes,,3.2,3.2,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MOZ,Mozambique,,BTSX,Both sexes,,45.6,45.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MRT,Mauritania,,BTSX,Both sexes,,37.8,37.8,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MUS,Mauritius,,BTSX,Both sexes,,5.5,5.5,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,MWI,Malawi,,BTSX,Both sexes,,30.8,30.8,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,MYS,Malaysia,,BTSX,Both sexes,,14.4,14.4,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,NAM,Namibia,,BTSX,Both sexes,,28.8,28.8,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,NER,Niger,,BTSX,Both sexes,,70.3,70.3,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,NGA,Nigeria,,BTSX,Both sexes,,71.7,71.7,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,NIC,Nicaragua,,BTSX,Both sexes,,3.5,3.5,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,NLD,Netherlands (Kingdom of the),,BTSX,Both sexes,,3.4,3.4,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,NOR,Norway,,BTSX,Both sexes,,3.6,3.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,NPL,Nepal,,BTSX,Both sexes,,17.8,17.8,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,NZL,New Zealand,,BTSX,Both sexes,,2.1,2.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,OMN,Oman,,BTSX,Both sexes,,1.6,1.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,PAK,Pakistan,,BTSX,Both sexes,,38.8,38.8,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,PAN,Panama,,BTSX,Both sexes,,4.2,4.2,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,PER,Peru,,BTSX,Both sexes,,7.6,7.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,PHL,Philippines,,BTSX,Both sexes,,16.9,16.9,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,PNG,Papua New Guinea,,BTSX,Both sexes,,24.9,24.9,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,POL,Poland,,BTSX,Both sexes,,5.4,5.4,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,BTSX,Both sexes,,4.1,4.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,PRT,Portugal,,BTSX,Both sexes,,6.8,6.8,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,PRY,Paraguay,,BTSX,Both sexes,,4.6,4.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,QAT,Qatar,,BTSX,Both sexes,,0.4,0.4,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,ROU,Romania,,BTSX,Both sexes,,7.2,7.2,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,RUS,Russian Federation,,BTSX,Both sexes,,3.2,3.2,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,RWA,Rwanda,,BTSX,Both sexes,,25,25,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,BTSX,Both sexes,,1.9,1.9,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SDN,Sudan,,BTSX,Both sexes,,15.8,15.8,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,SEN,Senegal,,BTSX,Both sexes,,31.7,31.7,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,SGP,Singapore,,BTSX,Both sexes,,8.5,8.5,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,SLB,Solomon Islands,,BTSX,Both sexes,,32.7,32.7,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,SLE,Sierra Leone,,BTSX,Both sexes,,69.5,69.5,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,SLV,El Salvador,,BTSX,Both sexes,,6.1,6.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SOM,Somalia,,BTSX,Both sexes,,99.2,99.2,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,SRB,Serbia,,BTSX,Both sexes,,3.9,3.9,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,SSD,South Sudan,,BTSX,Both sexes,,68.1,68.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,STP,Sao Tome and Principe,,BTSX,Both sexes,,16.7,16.7,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,SUR,Suriname,,BTSX,Both sexes,,7.1,7.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,SVK,Slovakia,,BTSX,Both sexes,,3.6,3.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,SVN,Slovenia,,BTSX,Both sexes,,1.9,1.9,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,SWE,Sweden,,BTSX,Both sexes,,3,3,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,SWZ,Eswatini,,BTSX,Both sexes,,46.5,46.5,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,SYC,Seychelles,,BTSX,Both sexes,,8.4,8.4,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,BTSX,Both sexes,,9.1,9.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,TCD,Chad,,BTSX,Both sexes,,99.2,99.2,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,TGO,Togo,,BTSX,Both sexes,,42.4,42.4,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,THA,Thailand,,BTSX,Both sexes,,11.8,11.8,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,TJK,Tajikistan,,BTSX,Both sexes,,9,9,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,TKM,Turkmenistan,,BTSX,Both sexes,,5.7,5.7,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,TLS,Timor-Leste,,BTSX,Both sexes,,20.4,20.4,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,TON,Tonga,,BTSX,Both sexes,,7.1,7.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,TTO,Trinidad and Tobago,,BTSX,Both sexes,,1.6,1.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,TUN,Tunisia,,BTSX,Both sexes,,3.1,3.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,TUR,Turkiye,,BTSX,Both sexes,,2.5,2.5,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,TZA,United Republic of Tanzania,,BTSX,Both sexes,,30.2,30.2,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,UGA,Uganda,,BTSX,Both sexes,,28.1,28.1,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,UKR,Ukraine,,BTSX,Both sexes,,2.3,2.3,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,URY,Uruguay,,BTSX,Both sexes,,4.4,4.4,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,USA,United States of America,,BTSX,Both sexes,,2.3,2.3,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EUR,Europe,,UZB,Uzbekistan,,BTSX,Both sexes,,2.9,2.9,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,VCT,Saint Vincent and the Grenadines,,BTSX,Both sexes,,5.3,5.3,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AMR,Americas,,VEN,Venezuela (Bolivarian Republic of),,BTSX,Both sexes,,5.2,5.2,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,VNM,Viet Nam,,BTSX,Both sexes,,6.9,6.9,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,VUT,Vanuatu,,BTSX,Both sexes,,25,25,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WSM,Samoa,,BTSX,Both sexes,,8.2,8.2,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,YEM,Yemen,,BTSX,Both sexes,,15.6,15.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZAF,South Africa,,BTSX,Both sexes,,27.6,27.6,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZMB,Zambia,,BTSX,Both sexes,,35.8,35.8,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZWE,Zimbabwe,,BTSX,Both sexes,,36.2,36.2,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,AFG,Afghanistan,,MLE,Male,,3363,3363,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,AFR,Africa,,AGO,Angola,,MLE,Male,,8671,8671,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,EUR,Europe,,ALB,Albania,,MLE,Male,,43,43,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,ARE,United Arab Emirates,,MLE,Male,,61,61,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ARG,Argentina,,MLE,Male,,2355,2355,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,EUR,Europe,,ARM,Armenia,,MLE,Male,,69,69,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ATG,Antigua and Barbuda,,MLE,Male,,1,1,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,AUS,Australia,,MLE,Male,,209,209,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,EUR,Europe,,AUT,Austria,,MLE,Male,,83,83,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,EUR,Europe,,AZE,Azerbaijan,,MLE,Male,,208,208,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,PUBLISHED,Published,,2019,2019,,AFR,Africa,,BDI,Burundi,,MLE,Male,,3421,3421,,,,,
